native_path	kind	status	ported_candidates	evidence_or_next_action
GCSViews/ConfigurationView/ConfigArducopter.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBasicTuningView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBasicTuningViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArducopter.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBasicTuningView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBasicTuningViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArducopter.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArducopter.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigArduplaneView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigArduplaneViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArduplane.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.cs	csharp	replace	GCSViews/ConfigurationView/ConfigArduplaneView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigArduplaneViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArduplane.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArduplane.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigArduroverView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigArduroverViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArdurover.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.cs	csharp	replace	GCSViews/ConfigurationView/ConfigArduroverView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigArduroverViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigArdurover.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigArdurover.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.Designer.cs	csharp	remove	Porting/Reference/PORT_STATUS.md	Ateryx-specific setup is retired with the legacy Ateryx HIL path; PORT_STATUS records SITL as its supported replacement.
GCSViews/ConfigurationView/ConfigAteryx.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.cs	csharp	remove	Porting/Reference/PORT_STATUS.md	Ateryx-specific setup is retired with the legacy Ateryx HIL path; PORT_STATUS records SITL as its supported replacement.
GCSViews/ConfigurationView/ConfigAteryx.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryx.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.Designer.cs	csharp	remove	Porting/Reference/PORT_STATUS.md	Ateryx-specific sensor setup is retired with the legacy Ateryx HIL path; PORT_STATUS records SITL as its supported replacement.
GCSViews/ConfigurationView/ConfigAteryxSensors.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.cs	csharp	remove	Porting/Reference/PORT_STATUS.md	Ateryx-specific sensor setup is retired with the legacy Ateryx HIL path; PORT_STATUS records SITL as its supported replacement.
GCSViews/ConfigurationView/ConfigAteryxSensors.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigAteryxSensors.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoringViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBatteryMonitoringView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoringViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoring2ViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.cs	csharp	replace	GCSViews/ConfigurationView/ConfigBatteryMonitoring2View.axaml;ViewModels/GCSViews/ConfigurationView/ConfigBatteryMonitoring2ViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigBatteryMonitoring2.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigCompassMot.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigCompassMotView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCompassMotViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigCompassMot.cs	csharp	replace	GCSViews/ConfigurationView/ConfigCompassMotView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCompassMotViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigCompassMot.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigCubeID.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigCubeIDView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCubeIDViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigCubeID.cs	csharp	replace	GCSViews/ConfigurationView/ConfigCubeIDView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCubeIDViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigCubeID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigDroneCAN.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigDroneCanView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigDroneCanViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigDroneCAN.cs	csharp	replace	GCSViews/ConfigurationView/ConfigDroneCanView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigDroneCanViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigDroneCAN.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigESCCalibration.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.cs	csharp	replace	GCSViews/ConfigurationView/ConfigESCCalibrationView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigESCCalibration.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigESCCalibration.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFFT.cs	csharp	replace	GCSViews/ConfigurationView/ConfigFFTView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigFFTViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigFFT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigFailSafeView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigFailSafeViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigFailSafe.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.cs	csharp	replace	GCSViews/ConfigurationView/ConfigFailSafeView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigFailSafeViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigFailSafe.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFailSafe.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFirmware.Designer.cs	csharp	replace	GCSViews/Setup/InstallFirmwareView.axaml;ViewModels/Setup/InstallFirmwareViewModel.cs;GCSViews/ConfigurationView/ConfigFirmwareLegacyView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigFirmwareLegacyViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigFirmware.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigFirmware.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
